,Name,Address,Latitude,Longitude
41,Karis Home Baltimore Maryland,"1228 E. Baltimore Street Baltimore, Maryland 21202",39.29143524000,-76.600036600000
42,Baltimore Rescue Mission Baltimore Maryland,"4 N Central Ave Baltimore, Maryland 21202",39.29175710000,-76.599901100000
43,"Helping Other People through Empowerment, Inc. Baltimore Maryland","1426 E. Fairmount Avenue Baltimore, Maryland 21231",39.29225540161,-76.597595214844
44,Women Affairs of Almumtahinah Home Inc(AMH) Baltimore Maryland,"P.O.BOX 1462 Baltimore, Maryland 21203",39.29000091553,-76.610000610352
45,"Bea Gaddy's Family Center, Inc. Baltimore Maryland","425 N Chester St Baltimore, Maryland 21231",39.29618230000,-76.587420000000
46,Bea Gaddy Family Center Homeless Services Baltimore Maryland,"425 North Chester Street Baltimore, Maryland 21231",39.29618073000,-76.587577800000
47,Mi Casa Su Casa Supportive Housing Program Baltimore Maryland,"411 Millington Ave. Baltimore, Maryland 21229",39.28106307983,-76.656608581543
48,Maryland Center for Veterans Education and Training Baltimore Maryland,"301 North High St Baltimore, Maryland 21202",39.29369700000,-76.606260000000
49,My Sister's Place Baltimore Maryland,"123 W. Mulberry Street Baltimore, Maryland 21201",39.29399108887,-76.617477416992
50,Our Daily Bread Baltimore Maryland,"411 Cathedral Street Baltimore, Maryland 21201",39.29473114000,-76.616676300000
51,Pleasant Housing Supportive Housing Baltimore Maryland,"10 N. Gilmor Street Baltimore, Maryland 21223",39.28885650635,-76.642677307129
52,Code Blue Shelter Baltimore - Weinberg Housing and Resource Center Baltimore Maryland,"620 Fallsway Baltimore, Maryland 21202",39.29740880000,-76.610619400000
53,Bon Secours Women's Resources And Day Shelter Baltimore Maryland,"10 North Pulaski Street Baltimore, Maryland 21223",39.28846741000,-76.650367700000
54,Project PLASE Main Office Baltimore Maryland,"3601 Old Frederick Road Baltimore, Maryland 21229",39.28324940000,-76.676773900000
55,Westside Emergency Men's Shelter Catonsville Maryland,"55 Wade Ave Catonsville, Maryland 21228",39.26686096000,-76.722106900000
56,Sarah's Hope Mount Street Baltimore Maryland,"1114 N Mount St Baltimore, Maryland 21217",39.30181590000,-76.645153300000
57,Turnaround Inc. - Domestic Violence Shelter Baltimore Maryland,"1800 N Charles St #404 Baltimore, Maryland 21201",39.30998960000,-76.616856000000
58,Project PLASE Baltimore Maryland,"1814 Maryland Avenue Baltimore, Maryland 21201",39.31015015000,-76.618019100000
59,Grassroots Crisis Intervention Family Shelter Program Columbia Maryland,"6700 Freetown Rd Columbia, Maryland 21044",39.18628440000,-76.878932300000
60,Randy Sands Men’s Shelter Columbia Maryland,"6700 Freetown Road Columbia, Maryland 21044",39.18628440000,-76.878932300000
61,Agape House Homeless Services Baltimore Maryland,"1501 North Dukeland Street Baltimore, Maryland 21223",39.30518723000,-76.663658100000
62,Manna House Baltimore Maryland,"435 E. 25th Street Baltimore, Maryland 21218",39.31795883000,-76.610168400000
63,Mission Possible Ministries Shelter For Men Baltimore Maryland,"1932 W North Ave Baltimore, Maryland 21203",39.30999300000,-76.649092000000
64,Grassroots Crisis Intervention - Men's And Women's Shelter Columbia Maryland,"6700 Freetown Road Columbia, Maryland 21044",39.18845367000,-76.879455500000
65,"Hyacinth Independent/Transitional Living Home, INC Baltimore Maryland","4605 Asbury Avenue Baltimore, Maryland 21230",39.33053400000,-76.560486200000
66,Marian House Baltimore Maryland,"949 Gorsuch Avenue Baltimore, Maryland 21218",39.32571411133,-76.603057861328
67,Calvert County Department of Social Services Prince Frederick Maryland,"200 Duke Street Prince Frederick, Maryland 20678",38.54048538000,-76.580688400000
68,Associated Catholic Charities Prince Frederick Maryland,"P.O. Box 779 Prince Frederick, Maryland 20678",38.54040145874,-76.584403991699
69,"Project ECHO, Inc. Emergency Shelter and Transitional Housing Prince Frederick Maryland","484 Main St Prince Frederick, Maryland 20678",38.53689110000,-76.580203400000
70,Muslimat Al Nisaa Baltimore Maryland,"5115 Liberty Heights Ave Baltimore, Maryland 21207",39.33302307129,-76.701850891113
71,Hands Together Cold Weather Shelter Arlington Washington,"PO Box 266 Arlington, Washington 98223",48.19871139526,-122.125144958496
72,Snohomish County Human Services Everett Washington,"Department 3000 Rockefeller Ave.  M/S 305 Everett, Washington 98201",47.98669815063,-122.199996948242
73,Cocoon House For Teens Everett Washington,"2929 Pine St Everett, Washington 98201",47.97804641724,-122.192001342773
74,Everett Gospel Mission Men's Shelter Everett Washington,"3711 Smith Ave Everett, Washington 98201",47.96857300000,-122.196500000000
75,Everett Gospel Mission Women and Children's Shelter Everett Washington,"5126 S 2nd Ave Everett, Washington 98203",47.95057000000,-122.195200000000
76,Housing Hope Everett Washington,"5830 Evergreen Way Everett, Washington 98203",47.94498200000,-122.217073000000
77,Fresh Start Housing of Washington Mukilteo Washington,"10924 Mukilteo Speedway, 230 Mukilteo, Washington 98275",47.89860916000,-122.291946000000
78,Arcadia Shelter Auburn Washington,"702 10th St Ne Auburn, Washington 98002",47.31666190000,-122.223575000000
79,Multi-Service Center & Shelter Federal Way Washington,"1200 S 336th St. Federal Way, Washington 98003",47.30083847000,-122.318054000000
80,Federal Way Day Center Federal Way ,"33505 13th Ave S #D Federal Way, Washington 98093",47.31696960000,-122.316660000000
81,REACH OUT Homeless Winter Shelter Program Kent Washington,"1229 W Smith St Kent, Washington 98032",47.38319000000,-122.249200000000
82,Home Program Kent WA Kent Washington,"1229 W Smith St Kent, Washington 98032",47.38323490000,-122.249251000000
83,ARISE Shelter Kent Kent ,"1229 W Smith St Kent, Washington 98032",47.38325200000,-122.249307000000
84,MDC - Housing For Homeless Tacoma Washington,"721 South Fawcett  Tacoma, Washington 98402",47.25655746460,-122.443099975586
85,Nativity House Day Shelter Tacoma Washington,"702 S 14th Street Tacoma, Washington 98405",47.24926800000,-122.446168000000
86,Tacoma Rescue Mission Tacoma Washington,"425 South Tacoma Way Tacoma, Washington 98402",47.23569460000,-122.439133900000
87,Access Point 4 Housing Tacoma Washington,"901 South 13th Street Tacoma, Washington 98405",47.25036590000,-122.448843100000
88,ARISE Shelter  Renton Renton Washington,"314 S 4th St Renton, Washington 98057",47.47835000000,-122.212348000000
89,REACH Center of Hope Renton Washington,"1055 S Grady Way, Level P2 Renton, Washington 98057",47.48287760000,-122.217066100000
90,Family Renewal Shelter Tacoma Washington,"6832 Pacific Avenue Tacoma, Washington  9840",47.19419980000,-122.434329000000
91,Seattle's Union Gospel Mission - Hope Place Shelter Seattle Washington,"3802 South Othello Street Seattle, Washington 98104",47.53730540000,-122.284020000000
92,"Mamma's Hands, House of Hope Preston Washington","P.O. Box 40464 Preston, Washington 98075",47.50735092000,-121.909347000000
93,Compass Housing Alliance’s Jan & Peter’s Place Women’s Shelter  Seattle Washington,"901 Rainier Ave S Seattle, Washington 98144",47.59401960000,-122.310641000000
94,Saint Martin dePorres Shelter Seattle Washington,"1561 Alaskan Way S. Seattle, Washington 98134",47.58966827000,-122.337997000000
95,Salvation Army William Booth Center Seattle Washington,"811 Maynard Ave. S. Seattle, Washington 98134",47.59560394000,-122.325202000000
96,Seattle Indian Center Seattle Washington,"1265 S. Main St. Seattle, Washington 98144",47.59969711000,-122.314498000000
97,Seattle's Union Gospel Mission - Shelter for Men Seattle Washington,"318 - 2nd Avenue Extension South Seattle, Washington 98104",47.59975815000,-122.329971000000
98,"Mamma's Hands, House of Hope Bellevue ","po box 40464 Bellevue, Washington 98015",47.61014970000,-122.201515000000
99,Downtown Emergency Service Center - DESC Seatle Seattle Washington,"515 3rd Ave S Seattle, Washington 98104",47.60023910000,-122.330391000000
100,Bread of Life Mission Seattle Washington,"97 South Main St Seattle, Washington 98194",47.60004044000,-122.334297000000
101,Compass Center - Compass Housing Alliance  Seattle Washington,"77 S Washington St Seattle, Washington 98104",47.60071182000,-122.335281000000
102,King County Men’s Winter Shelter  – 420 4th Avenue (Pets Welcomed) Seattle Washington,"420 4th Avenue Seattle, Washington 98104",47.60248300000,-122.329248000000
103,King County Men’s Winter Shelter  - 500 4th Avenue Seattle Washington,"500 4th Avenue Seattle, Washington 98104",47.60305590000,-122.329414000000
104,Seattle City Hall Shelter Seattle Washington,"600 4th Ave Seattle, Washington 98104",47.60384290000,-122.330045400000
105,Men's Eastside Winter Shelter Bellevue Washington,"515B 116th Ave NE Bellevue, Washington 98004",47.61471860000,-122.187818500000
106,YWCA Emergency Shelter Seattle Washington,"1118 Fifth Ave. Seattle, Washington 98101",47.60757828000,-122.332428000000
107,Salvation Army Women's Shelter Seattle Washington,"1101 Pike Seattle, Washington 98101",47.61344528000,-122.328613000000
108,Noel House Women's Referral Center Seattle Washington,"2030 3rd Ave Seattle, Washington 98101",47.61320350000,-122.341770000000
109,Mary's Place Seattle Seattle Washington,"1830 9th Ave Seattle, Washington 98101",47.61568930000,-122.333976000000
110,Congregations for the Homeless Eastside Winter Shelter Bellevue Washington,"1899  120th Ave NE Bellevue, Washington 98005",47.62620163000,-122.181266000000
111,Emergency Family Shelter Seattle Washington,"314 Bell Street Seattle, Washington 98121",47.61533000000,-122.344480000000
112,Mamma's Hands Fall City Washington,"27701 SE 26th Way Fall City, Washington 98024",47.58516693115,-121.969924926758
113,Jubilee Women's Center Seattle Washington,"620 18th Avenue East Seattle, Washington 98112",47.62508510000,-122.310523400000
114,Compass Housing Alliance’s Blaine Center Men’s Shelter Seattle Washington,"154 Denny Way Seattle, Washington 98109",47.61872030000,-122.353865000000
115,Salvation Army Service Extension Department Seattle Washington,"111 Queen Anne Ave N  #300 Seattle, Washington 98019",47.61883926000,-122.357002000000
116,Sacred Heart Shelter Seattle Washington,"232 Warren Ave N. Seattle, Washington 98109",47.62014008000,-122.353996000000
117,Sophia's Place Bellevue Washington,"3032 Bellevue Way NE Bellevue, Washington 98004",47.63830000000,-122.201070000000
118,Aloha Inn Seattle Washington,"1911 Aurora Avenue North Seattle, Washington 98109",47.63660180000,-122.344203000000
119,Roots Young Adult Shelter Seattle Washington,"1415 NE 43rd St Seattle, Washington 98105",47.65924430000,-122.312355000000
120,The New Bethlehem Day Center Kirkland Washington,"11920 Ne 80th St Suite 100 Kirkland, Washington 98033",47.67555200000,-122.181063000000
121,Eastside Emergency Shelter - The Sophia Way Kirkland Washington,"701 1st Street Kirkland, Washington 98033",47.68074000000,-122.208620000000
122,Welcome Home Society Lake Forest Park Washington,"18403 Ballinger Way Ne Lake Forest Park, Washington 98155",47.76023483276,-122.286010742188
123,New Way Ministries - Transitional Housing For Women Lynden Washington,"205 S. BC Ave. Suite 117 Lynden, Washington 98264",48.93849800000,-122.462594000000
124,Oasis Teen Shelter Bremerton Washington,"822 Burwell St Bremerton, Washington 98337",47.56523895264,-122.631195068359
125,Prison Mission Association Port Orchard Washington,"1774 South East Vale Road Port Orchard, Washington 98366",47.50844573975,-122.618827819824
126,Providence Community Care Center Olympia Washington," 225 State Ave. SE Olympia, Washington 98501",47.04569680000,-122.901693000000
127,Drexel House Olympia Washington," 604 Devoe St. SE Olympia, Washington 98501",47.04418840000,-122.860402000000
128,Mid-Point Place Men's Shelter Wenatchee Washington,"1707 Stella Ave Wenatchee, Washington 98801",47.44846343994,-120.336380004883
129,YWCA of Lewiston Lewiston Idaho,"300 Main St Lewiston, Idaho 83501",46.42147064000,-117.029266000000
130,Community Action Center Pullman Washington,"350 S E Fairmont Road Pullman, Washington 99163",46.71020126343,-117.178100585938
131,Sojourners' Alliance Moscow Idaho,"627 N Van Buren St Moscow, Idaho 83843",46.74007797000,-116.995941000000
132,Sunrise Outreach Center Yakima Washington,"221 E Martin Luther King Jr. Blvd. Yakima, Washington 98901",46.60565567017,-120.504905700684
133,Salvation Army of Yakima Yakima Washington,"310 N. 16th Ave Yakima, Washington 98902",46.60213088989,-120.530593872070
134,Rod's House - Drop In Youth Shelter Yakima Washington,"204 S Naches Avenue Yakima, Washington 98901",46.60060119629,-120.499099731445
135,YWCA Family Crisis Program Yakima Washington,"818 West Yakima Ave Yakima, Washington 98902",46.59844207764,-120.520912170410
136,Community House on Broadway Longview Washington,"1107 Broadway Longview, Washington 98632",46.13768386841,-122.931694030762
137,Love Overwhelming Emergency Shelter Kelso Washington,"305 Cowlitz Way Kelso, Washington 98626",46.14702100000,-122.908846000000
138,Gates of Grace Vancouver Washington,"Box 821201 Vancouver, Washington 98662",45.65471649170,-122.588752746582
139,Council for the Homeless Vancouver Washington,"2306 NE Andresen Road Suite A Vancouver, Washington 98661",45.63939285000,-122.601341000000
140,Tri-City Union Gospel Mission Pasco Washington,"112 N. 2nd Avenue Pasco, Washington 99301",46.23148345947,-119.088912963867
141,Benton Franklin Community Action Committee Pasco Washington,"720 W Court Street Pasco, Washington 99301",46.24116134644,-119.098320007324
142,Hood River Warming Shelter Hood River Oregon,"PO Box 656 Hood River, Oregon 97031",45.70539474487,-121.521461486816
143,Crossroads Housing Shelton Washington,"71 Sargison Loop Shelton, Washington 98584",47.20558430000,-123.098706700000
144,Mason County Homeless Shelter Shelton Washington,"212 N 1st St. Shelton, Washington 98584",47.21386337000,-123.099739000000
145,Emogene's Emergency Women's Shelter  (YWCA) Wenatchee Washington,"212 5th Street Wenatchee, Washington 98801",47.43049621582,-120.318687438965
146,Haven Of Hope Women's Shelter Wenatchee Washington,"202 South Franklin Ave Wenatchee, Washington 98801",47.42005538940,-120.322402954102
147,Bruce Housing Program Transitional Housing Wenatchee Washington,"206 Palouse Street Wenatchee, Washington 98801",47.42420959000,-120.312767000000
148,Wenatchee Hospitality House Wenatchee Washington,"1450 So. Wenatchee Avenue Wenatchee, Washington 98807",47.40608978271,-120.300033569336
149,St. Vincent De Paul Coeur d Alene Idaho,"108 E. Walnut Coeur d Alene, Idaho 83814",47.68803406000,-116.785339000000
150,Children's Village Coeur d Alene Idaho,"1350 West Hanley Coeur d Alene, Idaho 83814",47.72983170000,-116.803894000000
151,"Maggie's Place, The Mary House Coeur d'Alene Idaho","PO Box 3665 Coeur d'Alene, Idaho 83816",47.67020035000,-116.779998000000
152,Women's Center Coeur d Alene Idaho,"850 North 4th Street Coeur d Alene, Idaho 83814",47.68138504000,-116.780647000000
153,Astoria Rescue Mission Astoria Oregon,"62 W. Bond Astoria, Oregon 97103",46.19006729126,-123.843833923340
154,Serenity House of Clallam County Port Angeles Washington,"2321 W. 18th Port Angeles, Washington 98363",48.12319946289,-123.491996765137
155,Alternative To Violence Of The Palouse Moscow Idaho,"PO Box 8517 Moscow, Idaho 83843",46.82075119000,-117.039581000000
156,Noah's Ark Wapato Washington,"117 E 2nd St Wapato, Washington 98951",46.44667053223,-120.418930053711
157,Guadalupe House - Tacoma Catholic Worker Tucson Washington,"1417 South G Street Tucson, Washington 98405",38.80069530000,-76.892675300000
158,Transition Center at Prince George's House Capitol Heights Maryland,"603 Addison Road South Capitol Heights, Maryland 20743",38.88113021851,-76.896850585938
159,Community Ministry of PG County Warm Nights Shelter Seat Pleasant Maryland,"311 68th Place Seat Pleasant, Maryland 20743",38.89135361000,-76.904106100000
160,The Alexander Social Services Corporation Washington Washington DC,"4614 Benning Road Se # 103 Washington, Washington DC 20019",38.88678359985,-76.935821533203
161,801 East Men’s Shelter and Housing Washington District Of Col,"2700 Martin Luther King Blvd. SE Washington, District Of Col 20032",38.84949780000,-76.995894200000
162,Calvary Women's Services Washington Washington DC,"1217 Good Hope Road SE Washington, Washington DC 20002",38.86720275879,-76.988021850586
163,DC General Family Shelter Washington Washington DC,"1900 Massachusetts Avenue SE Washington, Washington DC 20003",38.88539123535,-76.972694396973
164,Sasha Bruce House Washington Washington DC,"741 8th Street SE Washington, Washington DC 20003",38.88319015503,-76.991523742676
165,Shepherd's Cove Capitol Heights Maryland,"1400 Doewood Lane Capitol Heights, Maryland 20743",38.91052628000,-76.926330500000
166,Shepherd's Cove Women's Shelter Capitol Heights Maryland,"1400 Doewood Lane Capitol Heights, Maryland 20743",38.91052627563,-76.926330566406
167,Hyacinth's Place - Transitional Housing For Women Washington Washington DC,"1060 Bladensburg Rd NE Washington, Washington DC 20002",38.90387610000,-76.981144000000
168,Blair Transitional Rehabilitation Program Washington Washington DC,"635 I Street Ne Washington, Washington DC 20001",38.90100097656,-76.997016906738
169,House of Imagene Shelter and Women's Center Washington Washington DC,"1110A 6Th Street Ne Suite 4 Washington, Washington DC 20002",38.90422058105,-76.998771667480
170,Washington DC Community For Creative Non Violence Shelter Washington Washington DC,"425 2nd Street Northwest Washington, Washington DC 20001",38.89544677734,-77.013236999512
171,Federal City Shelter Washington DC Washington Washington DC,"425 2nd St. NW Washington, Washington DC 20001",38.89544677734,-77.013236999512
172,Crummel Emergency Shelter for Men Washington Washington DC,"1901 Kendall Street, Ne Washington, Washington DC 20002",38.91303634644,-76.986946105957
173,Central Union Mission Washington Washington,"65 Massachusetts Ave NW Washington, Washington 20001",38.89863967896,-77.011108398438
174,Virginia Williams Family Resource Center Washington Washington DC,"920-A Rhode Island Avenue Ne Washington, Washington DC 20018",38.92243576050,-76.993103027344
175,Rachael's Women's Center - Day Center Washington Washington DC,"1222 11Th Street Nw Washington, Washington DC 20001",38.90632247925,-77.027061462402
176,Thrive DC Washington Washington DC,"1525 Newton Street NW Suite G1 Washington, Washington DC 20010",38.90674591064,-77.027946472168
177,Luther Place Night Shelter Washington Washington DC,"N Street Village 1333 N Street NW Washington, Washington DC 20005",38.90436172485,-77.031082153320
178,Prince George's County Family Crisis Center Shelter Brentwood Maryland,"3601 Taylor Street Brentwood, Maryland 20722",38.94138717651,-76.958961486816
179,Mickey Leland House Washington District Of Col,"455 - 457 Florida Avenue District Of Col， Washington DC 20001",38.91465740000,-77.017799100000
180,Bethany Women's Center Washington Washington DC,"1333 N Street NW Washington, Washington DC 20005",38.90725708008,-77.031188964844
181,The Arlington Homeless Services Unit Residential Program Center Arlington Virginia,"1554 Columbia Pike Arlington, Virginia 22204",38.86650466919,-77.071311950684
182,Casa Ruby Washington Washington DC,"2822 Georgia Avenue NW Washington, Washington DC 20001",38.92676544000,-77.023185700000
183,Salvation Army - The Grate Patrol Washington Washington DC,"1434 Harvard Street Nw Washington, Washington DC 20009",38.92615127563,-77.033653259277
184,Georgetown Ministry Center  Drop-In Center Washington Washington DC,"1041 Wisconsin Av Nw Washington, Washington DC 20007",38.90366744995,-77.062271118164
185,Park Road Transitional House - Coalition For The Homeless Washington Washington DC,"1318 Park Road Nw Washington, Washington DC 20011",38.93077468872,-77.030471801758
186,Christ House Temporary Residence Washington Washington DC,"1717 Columbia Road Nw Washington, Washington DC 20009",38.92475510000,-77.039787200000
187,La Casa Transitional Rehab Program Washington Washington DC,"1131 Spring Road NW Washington, Washington DC 20010",38.93643569946,-77.029159545898
188,Arlington Street People's Assistance Network (A-SPAN) Arlington Virginia,"2020-A N 14th St Arlington, Virginia 22206",38.88943720000,-77.083210100000
189,Bridges to Independence Arlington Arlington Virginia,"3103 9th Road North Arlington, Virginia 22201",38.88373566000,-77.094833300000
190,Coalition for the Homeless - Webster Transitional House Washington Washington DC,"4326 14Th Street Nw Washington, Washington DC 20011",38.94384002686,-77.033058166504
191,"Robert J. Fuller Transitional House Homeless Advocacy Assn., Inc. Waldorf Maryland","3470 Rockefeller Court Waldorf, Maryland 20602",38.61793137000,-76.909606900000
192,Carpenter's Shelter Alexandria Virginia,"5701-D Duke Street Alexandria, Virginia 22304",38.81664400000,-77.130617000000
193,Doorways for Women and Families Arlington Virginia,"4600 Fairfax Dr Arlington, Virginia 22210",38.88107200000,-77.117104000000
194,Bailey's Crossroads Community Shelter Falls Church Virginia,"3525 Moncure Avenue Falls Church, Virginia 22041",38.84793472000,-77.133331300000
195,Community Vision of Interfaith Works Silver Spring Maryland,"8210 Dixon Avenue Silver Spring, Maryland 20910",38.97974014000,-77.004623400000
196,Shepherd’s Table Silver Spring Maryland,"8106 Georgia Ave Silver Spring, Maryland 20910",38.99083490000,-77.027591000000
197,Homestretch Falls Church Virginia,"303 S Maple Ave Falls Church, Virginia 22406",38.88074500000,-77.174786000000
198,Bethesda Cares Day Shelter Bethesda Maryland,"7728 Woodmont Avenue Bethesda, Maryland 20814",38.98743439000,-77.096000600000
199,Charles County DSS LaPlata Maryland,"200 Kent Avenue LaPlata, Maryland 20646",38.53099060059,-76.974418640137
200,Charles County Department of Social Services La Plata Maryland," 200 Kent Avenue La Plata, Maryland 20646",38.53099060059,-76.974418640137
201,Catholic Charities Angel's Watch Shelter Hughesville Maryland,"PO Box 613 Hughesville, Maryland 20637",38.53262170000,-76.783855900000
202,Dorothy Day Place Women's Shelter Rockville Maryland,"5320 Marinelli Road Rockville, Maryland 20850",39.04725890000,-77.106516000000
203,Stepping Stones Shelter Rockville Maryland,"P.O. Box 712 Rockville, Maryland 20848",39.08000183000,-77.120002700000
204,The Hilda M. Barg Homeless Prevention Center Woodbridge Virginia,"14945 Jefferson Davis Highway Woodbridge, Virginia 22191",38.62663000000,-77.275425000000
205,Interfaith Works Women’s Center Rockville Maryland,"2 Taft Court Suite 100 Rockville, Maryland 20850",39.09387000000,-77.130490000000
206,Avery House Treatment Center For Women Halfway House Rockville Maryland,"14705 Avery Road Rockville, Maryland 20853",39.09885787964,-77.125183105469
207,Rainbow Place (Women Only) Rockville Maryland,"215 W. Montgomery Avenue Rockville, Maryland 20850",39.08448410000,-77.157760600000
208,Montgomery County HHS Rockville Maryland,"401 Hungerford Road Suite 500 Rockville, Maryland 20850",39.08879089355,-77.150505065918
209,Helping Hands Shelter Rockville Maryland,"622 N. Horners Lane Rockville, Maryland 20850",39.09429550000,-77.144126800000
210,Home Builders Care Assessment Center (HBCAC) Men's Emergency Shelter Rockville Maryland,"600-A East Gude Drive Rockville, Maryland 20850",39.10554886000,-77.144821100000
211,Chase Partnership Men's Shelter Rockville Maryland,"600 C East Gude Drive  Rockville, Maryland 20850",39.10554886000,-77.144821100000
212,Safe Havens Rockville Maryland,"600-B East Gude Drive Rockville, Maryland 20850",39.10627250000,-77.145180700000
213,Veterans Affairs Safe Havens Rockville Maryland,"600-B East Gude Drive Rockville, Maryland 20850",39.10627250000,-77.145180700000
214,Montgomery County Coalition for the Homeless Rockville Maryland,"600-B East Gude Drive Rockville, Maryland 20850",39.10786056519,-77.142173767090
215,Elect Ladies Transition Home Woodbridge Virginia,"16342 Boatswain Circle Woodbridge, Virginia 22191",38.59604000000,-77.281240000000
216,Bradley Angle House Portland Oregon,"5432 N. Albina Ave Portland, Oregon 97217",45.56243550000,-122.674750000000
217,United States Mission Portland Oregon,"4545 ne garfield ave Portland, Oregon 97211",45.55623245000,-122.662933000000
